FSY_ID	FSY_CODE	FSY_YEAR	FSY_HALF_YEAR	FSY_QUARTER	FSY_PERIOD	FSY_WEEK	FSY_FROM_DT	FSY_TO_DT
616	202042	2020	2	4	10	42	20200412	20200418
617	202043	2020	2	4	10	43	20200419	20200425
618	202044	2020	2	4	10	44	20200426	20200502
619	202045	2020	2	4	11	45	20200503	20200509
620	202046	2020	2	4	11	46	20200510	20200516
621	202047	2020	2	4	11	47	20200517	20200523
622	202048	2020	2	4	11	48	20200524	20200530
623	202049	2020	2	4	12	49	20200531	20200606
624	202050	2020	2	4	12	50	20200607	20200613
625	202051	2020	2	4	12	51	20200614	20200620
626	202052	2020	2	4	12	52	20200621	20200627
627	20211	2021	1	1	1	1	20200628	20200704
628	20212	2021	1	1	1	2	20200705	20200711
629	20213	2021	1	1	1	3	20200712	20200718
630	20214	2021	1	1	1	4	20200719	20200725
631	20215	2021	1	1	1	5	20200726	20200801
632	20216	2021	1	1	2	6	20200802	20200808
633	20217	2021	1	1	2	7	20200809	20200815
634	20218	2021	1	1	2	8	20200816	20200822
635	20219	2021	1	1	2	9	20200823	20200829
636	202110	2021	1	1	3	10	20200830	20200905
637	202111	2021	1	1	3	11	20200906	20200912
638	202112	2021	1	1	3	12	20200913	20200919
639	202113	2021	1	1	3	13	20200920	20200926
640	202114	2021	1	2	4	14	20200927	20201003
641	202115	2021	1	2	4	15	20201004	20201010
642	202116	2021	1	2	4	16	20201011	20201017
643	202117	2021	1	2	4	17	20201018	20201024
644	202118	2021	1	2	4	18	20201025	20201031
645	202119	2021	1	2	5	19	20201101	20201107
646	202120	2021	1	2	5	20	20201108	20201114
647	202121	2021	1	2	5	21	20201115	20201121
648	202122	2021	1	2	5	22	20201122	20201128
649	202123	2021	1	2	6	23	20201129	20201205
650	202124	2021	1	2	6	24	20201206	20201212
651	202125	2021	1	2	6	25	20201213	20201219
652	202126	2021	1	2	6	26	20201220	20201226
653	202127	2021	2	3	7	27	20201227	20210102
654	202128	2021	2	3	7	28	20210103	20210109
655	202129	2021	2	3	7	29	20210110	20210116
656	202130	2021	2	3	7	30	20210117	20210123
657	202131	2021	2	3	7	31	20210124	20210130
658	202132	2021	2	3	8	32	20210131	20210206
659	202133	2021	2	3	8	33	20210207	20210213
660	202134	2021	2	3	8	34	20210214	20210220
661	202135	2021	2	3	8	35	20210221	20210227
662	202136	2021	2	3	9	36	20210228	20210306
663	202137	2021	2	3	9	37	20210307	20210313
664	202138	2021	2	3	9	38	20210314	20210320
665	202139	2021	2	3	9	39	20210321	20210327
666	202140	2021	2	4	10	40	20210328	20210403
667	202141	2021	2	4	10	41	20210404	20210410
668	202142	2021	2	4	10	42	20210411	20210417
669	202143	2021	2	4	10	43	20210418	20210424
670	202144	2021	2	4	10	44	20210425	20210501
671	202145	2021	2	4	11	45	20210502	20210508
672	202146	2021	2	4	11	46	20210509	20210515
673	202147	2021	2	4	11	47	20210516	20210522
674	202148	2021	2	4	11	48	20210523	20210529
675	202149	2021	2	4	12	49	20210530	20210605
676	202150	2021	2	4	12	50	20210606	20210612
677	202151	2021	2	4	12	51	20210613	20210619
678	202152	2021	2	4	12	52	20210620	20210626
679	202153	2021	2	4	12	53	20210627	20210703
680	20221	2022	1	1	1	1	20210704	20210710
681	20222	2022	1	1	1	2	20210711	20210717
682	20223	2022	1	1	1	3	20210718	20210724
683	20224	2022	1	1	1	4	20210725	20210731
684	20225	2022	1	1	1	5	20210801	20210807
685	20226	2022	1	1	2	6	20210808	20210814
686	20227	2022	1	1	2	7	20210815	20210821
687	20228	2022	1	1	2	8	20210822	20210828
688	20229	2022	1	1	2	9	20210829	20210904
689	202210	2022	1	1	3	10	20210905	20210911
690	202211	2022	1	1	3	11	20210912	20210918
691	202212	2022	1	1	3	12	20210919	20210925
692	202213	2022	1	1	3	13	20210926	20211002
693	202214	2022	1	2	4	14	20211003	20211009
694	202215	2022	1	2	4	15	20211010	20211016
695	202216	2022	1	2	4	16	20211017	20211023
696	202217	2022	1	2	4	17	20211024	20211030
697	202218	2022	1	2	4	18	20211031	20211106
698	202219	2022	1	2	5	19	20211107	20211113
699	202220	2022	1	2	5	20	20211114	20211120
700	202221	2022	1	2	5	21	20211121	20211127
701	202222	2022	1	2	5	22	20211128	20211204
702	202223	2022	1	2	6	23	20211205	20211211
703	202224	2022	1	2	6	24	20211212	20211218
704	202225	2022	1	2	6	25	20211219	20211225
705	202226	2022	1	2	6	26	20211226	20220101
706	202227	2022	2	3	7	27	20220102	20220108
707	202228	2022	2	3	7	28	20220109	20220115
708	202229	2022	2	3	7	29	20220116	20220122
709	202230	2022	2	3	7	30	20220123	20220129
710	202231	2022	2	3	7	31	20220130	20220205
711	202232	2022	2	3	8	32	20220206	20220212
712	202233	2022	2	3	8	33	20220213	20220219
713	202234	2022	2	3	8	34	20220220	20220226
714	202235	2022	2	3	8	35	20220227	20220305
715	202236	2022	2	3	9	36	20220306	20220312
716	202237	2022	2	3	9	37	20220313	20220319
717	202238	2022	2	3	9	38	20220320	20220326
718	202239	2022	2	3	9	39	20220327	20220402
719	202240	2022	2	4	10	40	20220403	20220409
720	202241	2022	2	4	10	41	20220410	20220416
721	202242	2022	2	4	10	42	20220417	20220423
722	202243	2022	2	4	10	43	20220424	20220430
723	202244	2022	2	4	10	44	20220501	20220507
724	202245	2022	2	4	11	45	20220508	20220514
725	202246	2022	2	4	11	46	20220515	20220521
726	202247	2022	2	4	11	47	20220522	20220528
727	202248	2022	2	4	11	48	20220529	20220604
728	202249	2022	2	4	12	49	20220605	20220611
729	202250	2022	2	4	12	50	20220612	20220618
730	202251	2022	2	4	12	51	20220619	20220625
731	202252	2022	2	4	12	52	20220626	20220702
732	20231	2023	1	1	1	1	20220703	20220709
733	20232	2023	1	1	1	2	20220710	20220716
734	20233	2023	1	1	1	3	20220717	20220723
735	20234	2023	1	1	1	4	20220724	20220730
736	20235	2023	1	1	1	5	20220731	20220806
737	20236	2023	1	1	2	6	20220807	20220813
738	20237	2023	1	1	2	7	20220814	20220820
739	20238	2023	1	1	2	8	20220821	20220827
740	20239	2023	1	1	2	9	20220828	20220903
741	202310	2023	1	1	3	10	20220904	20220910
742	202311	2023	1	1	3	11	20220911	20220917
743	202312	2023	1	1	3	12	20220918	20220924
744	202313	2023	1	1	3	13	20220925	20221001
745	202314	2023	1	2	4	14	20221002	20221008
746	202315	2023	1	2	4	15	20221009	20221015
747	202316	2023	1	2	4	16	20221016	20221022
748	202317	2023	1	2	4	17	20221023	20221029
749	202318	2023	1	2	4	18	20221030	20221105
750	202319	2023	1	2	5	19	20221106	20221112
751	202320	2023	1	2	5	20	20221113	20221119
752	202321	2023	1	2	5	21	20221120	20221126
753	202322	2023	1	2	5	22	20221127	20221203
754	202323	2023	1	2	6	23	20221204	20221210
755	202324	2023	1	2	6	24	20221211	20221217
756	202325	2023	1	2	6	25	20221218	20221224
757	202326	2023	1	2	6	26	20221225	20221231
758	202327	2023	2	3	7	27	20230101	20230107
759	202328	2023	2	3	7	28	20230108	20230114
760	202329	2023	2	3	7	29	20230115	20230121
761	202330	2023	2	3	7	30	20230122	20230128
762	202331	2023	2	3	7	31	20230129	20230204
763	202332	2023	2	3	8	32	20230205	20230211
764	202333	2023	2	3	8	33	20230212	20230218
765	202334	2023	2	3	8	34	20230219	20230225
766	202335	2023	2	3	8	35	20230226	20230304
767	202336	2023	2	3	9	36	20230305	20230311
768	202337	2023	2	3	9	37	20230312	20230318
769	202338	2023	2	3	9	38	20230319	20230325
770	202339	2023	2	3	9	39	20230326	20230401
771	202340	2023	2	4	10	40	20230402	20230408
772	202341	2023	2	4	10	41	20230409	20230415
773	202342	2023	2	4	10	42	20230416	20230422
774	202343	2023	2	4	10	43	20230423	20230429
775	202344	2023	2	4	10	44	20230430	20230506
776	202345	2023	2	4	11	45	20230507	20230513
777	202346	2023	2	4	11	46	20230514	20230520
778	202347	2023	2	4	11	47	20230521	20230527
779	202348	2023	2	4	11	48	20230528	20230603
780	202349	2023	2	4	12	49	20230604	20230610
781	202350	2023	2	4	12	50	20230611	20230617
782	202351	2023	2	4	12	51	20230618	20230624
783	202352	2023	2	4	12	52	20230625	20230701
786	20241	2024	1	1	1	1	20230702	20230708
787	20242	2024	1	1	1	2	20230709	20230715
788	20243	2024	1	1	1	3	20230716	20230722
789	20244	2024	1	1	1	4	20230723	20230729
790	20245	2024	1	1	1	5	20230730	20230805
791	20246	2024	1	1	2	6	20230806	20230812
792	20247	2024	1	1	2	7	20230813	20230819
793	20248	2024	1	1	2	8	20230820	20230826
794	20249	2024	1	1	2	9	20230827	20230902
795	202410	2024	1	1	3	10	20230903	20230909
796	202411	2024	1	1	3	11	20230910	20230916
797	202412	2024	1	1	3	12	20230917	20230923
798	202413	2024	1	1	3	13	20230924	20230930
799	202414	2024	1	2	4	14	20231001	20231007
800	202415	2024	1	2	4	15	20231008	20231014
801	202416	2024	1	2	4	16	20231015	20231021
802	202417	2024	1	2	4	17	20231022	20231028
803	202418	2024	1	2	4	18	20231029	20231104
804	202419	2024	1	2	5	19	20231105	20231111
805	202420	2024	1	2	5	20	20231112	20231118
806	202421	2024	1	2	5	21	20231119	20231125
807	202422	2024	1	2	5	22	20231126	20231202
808	202423	2024	1	2	6	23	20231203	20231209
809	202424	2024	1	2	6	24	20231210	20231216
810	202425	2024	1	2	6	25	20231217	20231223
811	202426	2024	1	2	6	26	20231224	20231230
812	202427	2024	2	3	7	27	20231231	20240106
813	202428	2024	2	3	7	28	20240107	20240113
814	202429	2024	2	3	7	29	20240114	20240120
815	202430	2024	2	3	7	30	20240121	20240127
816	202431	2024	2	3	7	31	20240128	20240203
817	202432	2024	2	3	8	32	20240204	20240210
818	202433	2024	2	3	8	33	20240211	20240217
819	202434	2024	2	3	8	34	20240218	20240224
820	202435	2024	2	3	8	35	20240225	20240302
821	202436	2024	2	3	9	36	20240303	20240309
822	202437	2024	2	3	9	37	20240310	20240316
823	202438	2024	2	3	9	38	20240317	20240323
824	202439	2024	2	3	9	39	20240324	20240330
825	202440	2024	2	4	10	40	20240331	20240406
826	202441	2024	2	4	10	41	20240407	20240413
827	202442	2024	2	4	10	42	20240414	20240420
828	202443	2024	2	4	10	43	20240421	20240427
829	202444	2024	2	4	10	44	20240428	20240504
830	202445	2024	2	4	11	45	20240505	20240511
831	202446	2024	2	4	11	46	20240512	20240518
832	202447	2024	2	4	11	47	20240519	20240525
833	202448	2024	2	4	11	48	20240526	20240601
834	202449	2024	2	4	12	49	20240602	20240608
835	202450	2024	2	4	12	50	20240609	20240615
836	202451	2024	2	4	12	51	20240616	20240622
837	202452	2024	2	4	12	52	20240623	20240629
838	20251	2025	1	1	1	1	20240630	20240706
839	20252	2025	1	1	1	2	20240707	20240713
840	20253	2025	1	1	1	3	20240714	20240720
841	20254	2025	1	1	1	4	20240721	20240727
842	20255	2025	1	1	1	5	20240728	20240803
843	20256	2025	1	1	2	6	20240804	20240810
844	20257	2025	1	1	2	7	20240811	20240817
845	20258	2025	1	1	2	8	20240818	20240824
846	20259	2025	1	1	2	9	20240825	20240831
847	202510	2025	1	1	3	10	20240901	20240907
848	202511	2025	1	1	3	11	20240908	20240914
849	202512	2025	1	1	3	12	20240915	20240921
850	202513	2025	1	1	3	13	20240922	20240928
851	202514	2025	1	2	4	14	20240929	20241005
852	202515	2025	1	2	4	15	20241006	20241012
853	202516	2025	1	2	4	16	20241013	20241019
854	202517	2025	1	2	4	17	20241020	20241026
855	202518	2025	1	2	4	18	20241027	20241102
856	202519	2025	1	2	5	19	20241103	20241109
857	202520	2025	1	2	5	20	20241110	20241116
858	202521	2025	1	2	5	21	20241117	20241123
859	202522	2025	1	2	5	22	20241124	20241130
860	202523	2025	1	2	6	23	20241201	20241207
861	202524	2025	1	2	6	24	20241208	20241214
862	202525	2025	1	2	6	25	20241215	20241221
863	202526	2025	1	2	6	26	20241222	20241228
864	202527	2025	2	3	7	27	20241229	20250104
865	202528	2025	2	3	7	28	20250105	20250111
866	202529	2025	2	3	7	29	20250112	20250118
867	202530	2025	2	3	7	30	20250119	20250125
868	202531	2025	2	3	7	31	20250126	20250201
869	202532	2025	2	3	8	32	20250202	20250208
870	202533	2025	2	3	8	33	20250209	20250215
871	202534	2025	2	3	8	34	20250216	20250222
872	202535	2025	2	3	8	35	20250223	20250301
873	202536	2025	2	3	9	36	20250302	20250308
874	202537	2025	2	3	9	37	20250309	20250315
875	202538	2025	2	3	9	38	20250316	20250322
876	202539	2025	2	3	9	39	20250323	20250329
877	202540	2025	2	4	10	40	20250330	20250405
878	202541	2025	2	4	10	41	20250406	20250412
879	202542	2025	2	4	10	42	20250413	20250419
880	202543	2025	2	4	10	43	20250420	20250426
881	202544	2025	2	4	10	44	20250427	20250503
882	202545	2025	2	4	11	45	20250504	20250510
883	202546	2025	2	4	11	46	20250511	20250517
884	202547	2025	2	4	11	47	20250518	20250524
885	202548	2025	2	4	11	48	20250525	20250531
886	202549	2025	2	4	12	49	20250601	20250607
887	202550	2025	2	4	12	50	20250608	20250614
888	202551	2025	2	4	12	51	20250615	20250621
889	202552	2025	2	4	12	52	20250622	20250628
890	20261	2026	1	1	1	1	20250629	20250705
891	20262	2026	1	1	1	2	20250706	20250712
892	20263	2026	1	1	1	3	20250713	20250719
893	20264	2026	1	1	1	4	20250720	20250726
894	20265	2026	1	1	1	5	20250727	20250802
895	20266	2026	1	1	2	6	20250803	20250809
896	20267	2026	1	1	2	7	20250810	20250816
897	20268	2026	1	1	2	8	20250817	20250823
898	20269	2026	1	1	2	9	20250824	20250830
899	202610	2026	1	1	3	10	20250831	20250906
900	202611	2026	1	1	3	11	20250907	20250913
901	202612	2026	1	1	3	12	20250914	20250920
902	202613	2026	1	1	3	13	20250921	20250927
903	202614	2026	1	2	4	14	20250928	20251004
904	202615	2026	1	2	4	15	20251005	20251011
905	202616	2026	1	2	4	16	20251012	20251018
906	202617	2026	1	2	4	17	20251019	20251025
907	202618	2026	1	2	4	18	20251026	20251101
908	202619	2026	1	2	5	19	20251102	20251108
909	202620	2026	1	2	5	20	20251109	20251115
910	202621	2026	1	2	5	21	20251116	20251122
911	202622	2026	1	2	5	22	20251123	20251129
912	202623	2026	1	2	6	23	20251130	20251206
913	202624	2026	1	2	6	24	20251207	20251213
914	202625	2026	1	2	6	25	20251214	20251220
915	202626	2026	1	2	6	26	20251221	20251227
916	202627	2026	2	3	7	27	20251228	20260103
917	202628	2026	2	3	7	28	20260104	20260110
918	202629	2026	2	3	7	29	20260111	20260117
919	202630	2026	2	3	7	30	20260118	20260124
920	202631	2026	2	3	7	31	20260125	20260131
921	202632	2026	2	3	8	32	20260201	20260207
922	202633	2026	2	3	8	33	20260208	20260214
923	202634	2026	2	3	8	34	20260215	20260221
924	202635	2026	2	3	8	35	20260222	20260228
925	202636	2026	2	3	9	36	20260301	20260307
926	202637	2026	2	3	9	37	20260308	20260314
927	202638	2026	2	3	9	38	20260315	20260321
928	202639	2026	2	3	9	39	20260322	20260328
929	202640	2026	2	4	10	40	20260329	20260404
930	202641	2026	2	4	10	41	20260405	20260411
931	202642	2026	2	4	10	42	20260412	20260418
932	202643	2026	2	4	10	43	20260419	20260425
933	202644	2026	2	4	10	44	20260426	20260502
934	202645	2026	2	4	11	45	20260503	20260509
935	202646	2026	2	4	11	46	20260510	20260516
936	202647	2026	2	4	11	47	20260517	20260523
937	202648	2026	2	4	11	48	20260524	20260530
938	202649	2026	2	4	12	49	20260531	20260606
939	202650	2026	2	4	12	50	20260607	20260613
940	202651	2026	2	4	12	51	20260614	20260620
941	202652	2026	2	4	12	52	20260621	20260627
